steps.38.op	pop
steps.38.min	12:35
steps.38.max	14:32
steps.39.op	push
steps.39.key	2
steps.39.val	39
steps.40.op	push
steps.40.key	9
steps.40.val	40
steps.41.op	push
steps.41.key	10
steps.41.val	41
steps.42.op	push
steps.42.key	1
steps.42.val	42
steps.43.op	push
steps.43.key	0
steps.43.val	43
steps.44.op	push
steps.44.key	0
steps.44.val	44
steps.45.op	pop
steps.45.min	0:43
steps.45.max	12:26
steps.46.op	push
steps.46.key	10
steps.46.val	46
steps.47.op	pop
steps.47.min	0:44
steps.47.max	12:35
steps.48.op	push
steps.48.key	13
steps.48.val	48
steps.49.op	push
steps.49.key	0
steps.49.val	49
steps.50.op	push
steps.50.key	5
steps.50.val	50
steps.51.op	pop
steps.51.min	0:49
steps.51.max	13:48
steps.52.op	push
steps.52.key	14
steps.52.val	52
steps.53.op	push
steps.53.key	18
steps.53.val	53
steps.54.op	pop
steps.54.min	1:42
steps.54.max	18:53
steps.55.op	pop
steps.55.min	2:39
steps.55.max	14:52
steps.56.op	push
steps.56.key	15
steps.56.val	56
steps.57.op	push
steps.57.key	12
steps.57.val	57
steps.58.op	push
steps.58.key	3
steps.58.val	58
steps.59.op	push
steps.59.key	11
steps.59.val	59
steps.60.op	push
steps.60.key	6
steps.60.val	60
steps.61.op	push
steps.61.key	7
steps.61.val	61
steps.62.op	push
steps.62.key	2
steps.62.val	62
steps.63.op	push
steps.63.key	9
steps.63.val	63
steps.64.op	push
steps.64.key	17
steps.64.val	64
steps.65.op	pop
steps.65.min	2:62
steps.65.max	17:64
steps.66.op	push
steps.66.key	16
steps.66.val	66
steps.67.op	push
steps.67.key	9
steps.67.val	67
steps.68.op	push
steps.68.key	19
steps.68.val	68
steps.69.op	pop
steps.69.min	3:58
steps.69.max	19:68
steps.70.op	push
steps.70.key	10
steps.70.val	70
steps.71.op	push
steps.71.key	18
steps.71.val	71
steps.72.op	push
steps.72.key	11
steps.72.val	72
steps.73.op	pop
steps.73.min	5:50
steps.73.max	18:71
steps.74.op	push
steps.74.key	1
steps.74.val	74
steps.75.op	push
steps.75.key	0
steps.75.val	75
steps.76.op	push
steps.76.key	4
steps.76.val	76
steps.77.op	push
steps.77.key	6
steps.77.val	77
steps.78.op	pop
steps.78.min	0:75
steps.78.max	16:66
steps.79.op	push
steps.79.key	6
steps.79.val	79
steps.80.op	push
steps.80.key	19
steps.80.val	80
steps.81.op	pop
steps.81.min	1:74
steps.81.max	19:80
steps.82.op	push
steps.82.key	13
steps.82.val	82
steps.83.op	push
steps.83.key	16
steps.83.val	83
steps.84.op	push
steps.84.key	0
steps.84.val	84
steps.85.op	push
steps.85.key	6
steps.85.val	85
steps.86.op	push
steps.86.key	5
steps.86.val	86
steps.87.op	push
steps.87.key	7
steps.87.val	87
steps.88.op	push
steps.88.key	0
steps.88.val	88
steps.89.op	push
steps.89.key	12
steps.89.val	89
steps.90.op	push
steps.90.key	4
steps.90.val	90
steps.91.op	pop
steps.91.min	0:84
steps.91.max	16:83
steps.92.op	push
steps.92.key	4
steps.92.val	92
steps.93.op	push
steps.93.key	5
steps.93.val	93
steps.94.op	pop
steps.94.min	0:88
steps.94.max	15:56
steps.95.op	push
steps.95.key	16
steps.95.val	95
steps.96.op	pop
steps.96.min	4:76
steps.96.max	16:95
steps.97.op	push
steps.97.key	13
steps.97.val	97
steps.98.op	push
steps.98.key	17
steps.98.val	98
steps.99.op	push
steps.99.key	19
steps.99.val	99
steps.100.op	push
steps.100.key	18
steps.100.val	100
steps.101.op	pop
steps.101.min	4:90
steps.101.max	19:99
steps.102.op	pop
steps.102.min	4:92
steps.102.max	18:100
steps.103.op	pop
steps.103.min	5:86
steps.103.max	17:98
steps.104.op	push
steps.104.key	12
steps.104.val	104
steps.105.op	push
steps.105.key	4
steps.105.val	105
steps.106.op	push
steps.106.key	0
steps.106.val	106
steps.107.op	push
steps.107.key	8
steps.107.val	107
steps.108.op	push
steps.108.key	4
steps.108.val	108
steps.109.op	push
steps.109.key	7
steps.109.val	109
steps.110.op	push
steps.110.key	5
steps.110.val	110
steps.111.op	push
steps.111.key	16
steps.111.val	111
steps.112.op	pop
steps.112.min	0:106
steps.112.max	16:111
steps.113.op	pop
steps.113.min	4:105
steps.113.max	13:97
steps.114.op	push
steps.114.key	6
steps.114.val	114
steps.115.op	push
steps.115.key	17
steps.115.val	115
steps.116.op	push
steps.116.key	7
steps.116.val	116
steps.117.op	push
steps.117.key	13
steps.117.val	117
steps.118.op	push
steps.118.key	7
steps.118.val	118
steps.119.op	pop
steps.119.min	4:108
steps.119.max	17:115
steps.120.op	pop
steps.120.min	5:93
steps.120.max	13:82
steps.121.op	push
steps.121.key	3
steps.121.val	121
steps.122.op	pop
steps.122.min	3:121
steps.122.max	13:117
steps.123.op	push
steps.123.key	11
steps.123.val	123
steps.124.op	push
steps.124.key	16
steps.124.val	124
steps.125.op	push
steps.125.key	4
steps.125.val	125
steps.126.op	push
steps.126.key	4
steps.126.val	126
steps.127.op	push
steps.127.key	1
steps.127.val	127
steps.128.op	push
steps.128.key	15
steps.128.val	128
steps.129.op	push
steps.129.key	17
steps.129.val	129
steps.130.op	push
steps.130.key	5
steps.130.val	130
steps.131.op	push
steps.131.key	4
steps.131.val	131
steps.132.op	push
steps.132.key	18
steps.132.val	132
steps.133.op	pop
steps.133.min	1:127
steps.133.max	18:132
steps.134.op	push
steps.134.key	11
steps.134.val	134
steps.135.op	push
steps.135.key	12
steps.135.val	135
steps.136.op	push
steps.136.key	19
steps.136.val	136
steps.137.op	pop
steps.137.min	4:125
steps.137.max	19:136
steps.138.op	push
steps.138.key	6
steps.138.val	138
steps.139.op	push
steps.139.key	16
steps.139.val	139
steps.140.op	push
steps.140.key	9
steps.140.val	140
steps.141.op	push
steps.141.key	13
steps.141.val	141
steps.142.op	push
steps.142.key	2
steps.142.val	142
steps.143.op	push
steps.143.key	10
steps.143.val	143
steps.144.op	pop
steps.144.min	2:142
steps.144.max	17:129
steps.145.op	push
steps.145.key	4
steps.145.val	145
steps.146.op	push
steps.146.key	12
steps.146.val	146
steps.147.op	push
steps.147.key	6
steps.147.val	147
steps.148.op	push
steps.148.key	7
steps.148.val	148
steps.149.op	push
steps.149.key	3
steps.149.val	149
steps.150.op	pop
steps.150.min	3:149
steps.150.max	16:139
steps.151.op	push
steps.151.key	16
steps.151.val	151
steps.152.op	pop
steps.152.min	4:126
steps.152.max	16:124
steps.153.op	push
steps.153.key	2
steps.153.val	153
steps.154.op	pop
steps.154.min	2:153
steps.154.max	16:151
steps.155.op	push
steps.155.key	13
steps.155.val	155
steps.156.op	push
steps.156.key	0
steps.156.val	156
steps.157.op	pop
steps.157.min	0:156
steps.157.max	15:128
steps.158.op	push
steps.158.key	16
steps.158.val	158
steps.159.op	push
steps.159.key	14
steps.159.val	159
steps.160.op	push
steps.160.key	14
steps.160.val	160
steps.161.op	push
steps.161.key	13
steps.161.val	161
steps.162.op	push
steps.162.key	7
steps.162.val	162
steps.163.op	push
steps.163.key	5
steps.163.val	163
steps.164.op	push
steps.164.key	18
steps.164.val	164
steps.165.op	push
steps.165.key	1
steps.165.val	165
steps.166.op	pop
steps.166.min	1:165
steps.166.max	18:164
steps.167.op	push
steps.167.key	2
steps.167.val	167
steps.168.op	pop
steps.168.min	2:167
steps.168.max	16:158
steps.169.op	pop
steps.169.min	4:145
steps.169.max	14:160
steps.170.op	pop
steps.170.min	4:131
steps.170.max	14:159
steps.171.op	push
steps.171.key	9
steps.171.val	171
steps.172.op	push
steps.172.key	9
steps.172.val	172
steps.173.op	push
steps.173.key	3
steps.173.val	173
steps.174.op	push
steps.174.key	8
steps.174.val	174
steps.175.op	push
steps.175.key	8
steps.175.val	175
steps.176.op	push
steps.176.key	9
steps.176.val	176
steps.177.op	push
steps.177.key	13
steps.177.val	177
steps.178.op	pop
steps.178.min	3:173
steps.178.max	13:141
steps.179.op	push
steps.179.key	11
steps.179.val	179
steps.180.op	push
steps.180.key	17
steps.180.val	180
steps.181.op	push
steps.181.key	15
steps.181.val	181
steps.182.op	push
steps.182.key	16
steps.182.val	182
steps.183.op	push
steps.183.key	4
steps.183.val	183
steps.184.op	push
steps.184.key	8
steps.184.val	184
steps.185.op	push
steps.185.key	1
steps.185.val	185
steps.186.op	push
steps.186.key	17
steps.186.val	186
steps.187.op	push
steps.187.key	9
steps.187.val	187
steps.188.op	pop
steps.188.min	1:185
steps.188.max	17:180
steps.189.op	push
steps.189.key	16
steps.189.val	189
steps.190.op	push
steps.190.key	18
steps.190.val	190
steps.191.op	push
steps.191.key	1
steps.191.val	191
steps.192.op	push
steps.192.key	11
steps.192.val	192
steps.193.op	pop
steps.193.min	1:191
steps.193.max	18:190
steps.194.op	pop
steps.194.min	4:183
steps.194.max	17:186
steps.195.op	push
steps.195.key	14
steps.195.val	195
steps.196.op	pop
steps.196.min	5:163
steps.196.max	16:182
steps.197.op	push
steps.197.key	0
steps.197.val	197
steps.198.op	push
steps.198.key	13
steps.198.val	198
steps.199.op	pop
steps.199.min	0:197
steps.199.max	16:189
steps.200.op	pop
steps.200.min	5:110
steps.200.max	15:181
steps.201.op	push
steps.201.key	17
steps.201.val	201
steps.202.op	push
steps.202.key	8
steps.202.val	202
steps.203.op	pop
steps.203.min	5:130
steps.203.max	17:201
steps.204.op	push
steps.204.key	19
steps.204.val	204
steps.205.op	push
steps.205.key	4
steps.205.val	205
steps.206.op	push
steps.206.key	3
steps.206.val	206
steps.207.op	push
steps.207.key	0
steps.207.val	207
steps.208.op	push
steps.208.key	11
steps.208.val	208
steps.209.op	push
steps.209.key	10
steps.209.val	209
steps.210.op	push
steps.210.key	15
steps.210.val	210
steps.211.op	pop
steps.211.min	0:207
steps.211.max	19:204
steps.212.op	push
steps.212.key	4
steps.212.val	212
steps.213.op	push
steps.213.key	8
steps.213.val	213
steps.214.op	pop
steps.214.min	3:206
steps.214.max	15:210
steps.215.op	pop
steps.215.min	4:205
steps.215.max	14:195
steps.216.op	pop
steps.216.min	4:212
steps.216.max	13:161
steps.217.op	push
steps.217.key	13
steps.217.val	217
steps.218.op	push
steps.218.key	1
steps.218.val	218
steps.219.op	push
steps.219.key	3
steps.219.val	219
steps.220.op	push
steps.220.key	7
steps.220.val	220
steps.221.op	pop
steps.221.min	1:218
steps.221.max	13:177
steps.222.op	pop
steps.222.min	3:219
steps.222.max	13:155
steps.223.op	push
steps.223.key	2
steps.223.val	223
steps.224.op	push
steps.224.key	18
steps.224.val	224
steps.225.op	push
steps.225.key	11
steps.225.val	225
steps.226.op	push
steps.226.key	10
steps.226.val	226
steps.227.op	push
steps.227.key	5
steps.227.val	227
steps.228.op	push
steps.228.key	18
steps.228.val	228
steps.229.op	push
steps.229.key	16
steps.229.val	229
steps.230.op	pop
steps.230.min	2:223
steps.230.max	18:224
steps.231.op	push
steps.231.key	13
steps.231.val	231
steps.232.op	push
steps.232.key	16
steps.232.val	232
steps.233.op	push
steps.233.key	15
steps.233.val	233
steps.234.op	push
steps.234.key	11
steps.234.val	234
steps.235.op	push
steps.235.key	17
steps.235.val	235
steps.236.op	push
steps.236.key	4
steps.236.val	236
steps.237.op	push
steps.237.key	10
steps.237.val	237
steps.238.op	pop
steps.238.min	4:236
steps.238.max	18:228
steps.239.op	push
steps.239.key	9
steps.239.val	239
steps.240.op	push
steps.240.key	8
steps.240.val	240
steps.241.op	pop
steps.241.min	5:227
steps.241.max	17:235
steps.242.op	pop
steps.242.min	6:79
steps.242.max	16:232
steps.243.op	push
steps.243.key	1
steps.243.val	243
steps.244.op	pop
steps.244.min	1:243
steps.244.max	16:229
steps.245.op	push
steps.245.key	7
steps.245.val	245
steps.246.op	push
steps.246.key	12
steps.246.val	246
steps.247.op	push
steps.247.key	5
steps.247.val	247
steps.248.op	pop
steps.248.min	5:247
steps.248.max	15:233
steps.249.op	pop
steps.249.min	6:147
steps.249.max	13:198
steps.250.op	push
steps.250.key	3
steps.250.val	250
steps.251.op	pop
steps.251.min	3:250
steps.251.max	13:217
steps.252.op	push
steps.252.key	1
steps.252.val	252
steps.253.op	pop
steps.253.min	1:252
steps.253.max	13:231
steps.254.op	push
steps.254.key	7
steps.254.val	254
steps.255.op	push
steps.255.key	19
steps.255.val	255
steps.256.op	push
steps.256.key	3
steps.256.val	256
steps.257.op	push
steps.257.key	5
steps.257.val	257
steps.258.op	push
steps.258.key	15
steps.258.val	258
steps.259.op	pop
steps.259.min	3:256
steps.259.max	19:255
steps.260.op	pop
steps.260.min	5:257
steps.260.max	15:258
steps.261.op	push
steps.261.key	14
steps.261.val	261
steps.262.op	push
steps.262.key	11
steps.262.val	262
steps.263.op	push
steps.263.key	13
steps.263.val	263
steps.264.op	push
steps.264.key	11
steps.264.val	264
steps.265.op	push
steps.265.key	0
steps.265.val	265
steps.266.op	push
steps.266.key	12
steps.266.val	266
steps.267.op	push
steps.267.key	11
steps.267.val	267
steps.268.op	push
steps.268.key	6
steps.268.val	268
steps.269.op	push
steps.269.key	6
steps.269.val	269
steps.270.op	push
steps.270.key	12
steps.270.val	270
steps.271.op	pop
steps.271.min	0:265
steps.271.max	14:261
steps.272.op	push
steps.272.key	18
steps.272.val	272
steps.273.op	push
steps.273.key	18
steps.273.val	273
steps.274.op	push
steps.274.key	1
steps.274.val	274
steps.275.op	pop
steps.275.min	1:274
steps.275.max	18:272
steps.276.op	push
steps.276.key	15
steps.276.val	276
steps.277.op	push
steps.277.key	13
steps.277.val	277
steps.278.op	push
steps.278.key	1
steps.278.val	278
steps.279.op	pop
steps.279.min	1:278
steps.279.max	18:273
steps.280.op	push
steps.280.key	3
steps.280.val	280
steps.281.op	push
steps.281.key	2
steps.281.val	281
steps.282.op	pop
steps.282.min	2:281
steps.282.max	15:276
steps.283.op	push
steps.283.key	15
steps.283.val	283
steps.284.op	push
steps.284.key	2
steps.284.val	284
steps.285.op	push
steps.285.key	14
steps.285.val	285
steps.286.op	pop
steps.286.min	2:284
steps.286.max	15:283
steps.287.op	push
steps.287.key	5
steps.287.val	287
steps.288.op	push
steps.288.key	15
steps.288.val	288
steps.289.op	push
steps.289.key	15
steps.289.val	289
steps.290.op	push
steps.290.key	5
steps.290.val	290
steps.291.op	push
steps.291.key	12
steps.291.val	291
steps.292.op	push
steps.292.key	9
steps.292.val	292
steps.293.op	pop
steps.293.min	3:280
steps.293.max	15:288
steps.294.op	push
steps.294.key	8
steps.294.val	294
steps.295.op	pop
steps.295.min	5:287
steps.295.max	15:289
steps.296.op	pop
steps.296.min	5:290
steps.296.max	14:285
steps.297.op	push
steps.297.key	4
steps.297.val	297
steps.298.op	pop
steps.298.min	4:297
steps.298.max	13:263
steps.299.op	push
steps.299.key	5
steps.299.val	299
input.0	3:0
input.1	8:1
input.2	9:2
input.3	3:3
input.4	1:4
input.5	1:5
input.6	2:6
input.7	8:7
input.8	8:8
input.9	8:9
input.10	2:10
input.11	9:11
input.12	3:12
input.13	1:13
input.14	9:14
input.15	3:15
input.16	5:16
input.17	9:17
input.18	3:18
input.19	9:19
input.20	5:20
input.21	2:21
input.22	0:22
input.23	0:23
input.24	2:24
input.25	8:25
input.26	3:26
input.27	6:27
input.28	0:28
input.29	6:29
input.30	9:30
input.31	5:31
input.32	7:32
input.33	1:33
input.34	6:34
input.35	9:35
input.36	0:36
input.37	2:37
input.38	6:38
input.39	9:39
input.40	5:40
input.41	8:41
input.42	8:42
input.43	1:43
input.44	1:44
input.45	2:45
input.46	0:46
input.47	7:47
input.48	7:48
input.49	1:49
sorted.0	0:28
sorted.1	0:36
sorted.2	0:46
sorted.3	0:23
sorted.4	0:22
sorted.5	1:33
sorted.6	1:4
sorted.7	1:44
sorted.8	1:5
sorted.9	1:43
sorted.10	1:49
sorted.11	1:13
sorted.12	2:6
sorted.13	2:24
sorted.14	2:21
sorted.15	2:10
sorted.16	2:37
sorted.17	2:45
sorted.18	3:26
sorted.19	3:12
sorted.20	3:18
sorted.21	3:3
sorted.22	3:15
sorted.23	3:0
sorted.24	5:16
sorted.25	5:40
sorted.26	5:20
sorted.27	5:31
sorted.28	6:29
sorted.29	6:27
sorted.30	6:38
sorted.31	6:34
sorted.32	7:48
sorted.33	7:47
sorted.34	7:32
sorted.35	8:25
sorted.36	8:42
sorted.37	8:41
sorted.38	8:9
sorted.39	8:8
sorted.40	8:1
sorted.41	8:7
sorted.42	9:30
sorted.43	9:14
sorted.44	9:11
sorted.45	9:2
sorted.46	9:39
sorted.47	9:19
sorted.48	9:35
sorted.49	9:17
